repository,cbo_median,cbo_mean,dit_median,dit_mean,lcom_median,lcom_mean,loc_sum
querydsl,3.0,5.203279702970297,1.0,1.9866955445544554,0.0,42.900680693069305,98636
rabbitmq-tutorials,4.0,4.588235294117647,1.0,1.0,1.0,2.2941176470588234,1480
react-native-config,4.0,4.565217391304348,1.0,1.391304347826087,1.0,1.9565217391304348,428
react-native-image-picker,4.0,6.181818181818182,2.0,1.5454545454545454,1.0,66.18181818181819,811
react-native-linear-gradient,4.0,5.157894736842105,1.0,1.631578947368421,1.0,10.68421052631579,488
react-native-push-notification,4.0,6.310344827586207,1.0,1.2413793103448276,0.0,15.482758620689655,1884
react-native-share,3.0,5.585365853658536,2.0,2.073170731707317,8.0,8.609756097560975,1792
react-native-splash-screen,2.5,3.4166666666666665,1.0,1.25,0.5,2.0,246
react-native-svg,5.0,6.552995391705069,1.0,2.6497695852534564,1.0,88.09677419354838,13025
react-native-webrtc,4.0,6.119402985074627,1.0,1.1492537313432836,0.0,8.716417910447761,4086
reactive-streams-jvm,3.0,3.122004357298475,1.0,1.2766884531590414,0.0,20.335511982570807,15738
reactor-core,6.0,7.0730512249443205,1.0,1.6824053452115812,1.0,121.55367483296214,202370
realm-java,2.0,4.293410041841004,1.0,1.2128661087866108,0.0,51.74843096234309,110167
rebound,2.0,4.379310344827586,1.0,1.3218390804597702,0.0,34.93103448275862,4095
Recaf,6.0,8.474166121648135,1.0,1.6017004578155658,1.0,26.892086330935253,71706
redisson,3.0,5.962416578854935,1.0,1.3414120126448894,0.0,179.60730593607306,168377
reflections,1.0,2.771573604060914,1.0,1.1522842639593909,0.0,13.65989847715736,4782
rejoiner,5.0,6.6183206106870225,1.0,1.5725190839694656,0.0,4.923664122137405,3566
remusic,3.0,5.18698224852071,1.0,1.4532544378698224,0.0,41.646153846153844,47786
RePlugin,3.0,5.197368421052632,1.0,1.4166666666666667,0.0,32.01973684210526,30275
resilience4j,6.0,6.9974905897114175,1.0,1.466750313676286,1.0,18.971141781681304,61840
rest-assured,4.0,5.2414772727272725,1.0,1.1988636363636365,0.0,106.02414772727273,28601
revanced-patches,3.0,5.255369928400954,1.0,1.3412887828162292,0.0,18.219570405727925,19261
ribbon,2.0,4.385915492957746,1.0,1.2661971830985916,0.0,13.377464788732395,21788
richeditor-android,2.0,2.4186046511627906,1.0,1.1395348837209303,0.0,46.95348837209303,804
RichText,2.0,4.2727272727272725,1.0,1.446969696969697,0.0,10.545454545454545,5185
ripme,4.0,5.00625,2.0,2.540625,4.0,28.16875,19889
RippleEffect,2.0,3.4210526315789473,1.0,1.368421052631579,0.0,23.157894736842106,504
RoaringBitmap,5.0,5.586206896551724,1.0,1.1394984326018809,0.0,259.59404388714734,78416
roboguice,3.0,4.499550224887556,1.0,1.2227886056971515,0.0,7.127736131934033,74026
robolectric,4.0,5.929828973843058,1.0,1.3667002012072436,0.0,72.49094567404427,223778
Robust,2.0,3.5238095238095237,1.0,1.2619047619047619,3.5,17.357142857142858,2953
rocketmq-externals,4.0,5.749090909090909,1.0,1.250909090909091,0.0,16.45090909090909,11795
rocketmq,3.0,6.859199438202247,1.0,1.3328651685393258,1.0,120.86762640449439,213873
roncoo-pay,3.0,5.2055837563451774,1.0,1.281725888324873,3.0,62.93654822335025,19910
RoundedImageView,9.0,8.4,2.0,1.8,0.0,107.46666666666667,1265
rstudio,2.0,4.895210864903502,1.0,1.2771979985704074,0.0,351.60500357398143,227707
runelite,1.0,3.614127569847127,1.0,1.2216657880864523,0.0,25.832894043226148,476544
ruoyi-ai,4.0,6.375455650060753,1.0,1.2831105710814095,0.0,13.326852976913731,26041
ruoyi-vue-pro,6.0,7.896211312700107,1.0,1.224119530416222,0.0,16.288153681963713,93443
RxAndroid,1.0,2.272727272727273,1.0,1.1272727272727272,0.0,3.090909090909091,1452
RxJava-Android-Samples,3.0,6.627906976744186,1.0,1.8255813953488371,3.0,9.19767441860465,2633
RxJava2-Android-Samples,2.0,3.6648648648648647,1.0,1.2540540540540541,0.0,6.286486486486487,3992
RxJava,1.0,2.5245639167439116,1.0,1.3186989129518834,0.0,47.46262745428499,370515
RxJavaSamples,3.0,4.547169811320755,1.0,1.3962264150943395,0.0,1.6037735849056605,1001
RxLifecycle,6.0,6.432098765432099,1.0,1.654320987654321,0.0,1.4074074074074074,2368
RxPermissions,2.0,4.65,1.0,1.1,0.0,10.1,876
Sa-Token,3.0,4.512032085561497,1.0,1.2232620320855614,1.0,61.14572192513369,26943
screw,3.0,4.985294117647059,1.0,1.3529411764705883,0.0,5.242647058823529,3941
scribejava,3.0,4.208502024291498,1.0,1.4008097165991902,1.0,10.935222672064777,12671
seatunnel,5.0,6.796366708914237,1.0,1.3688212927756653,0.0,31.189057879171948,260662
selenium,4.0,5.955591225254147,1.0,1.3820224719101124,1.0,32.72605671482076,88467
sensitive-word,2.0,3.04,1.0,1.1733333333333333,0.0,20.79111111111111,4145
Sentinel,3.0,4.418758256274769,1.0,1.1803170409511228,0.0,12.49009247027741,55432
serve,3.0,5.800796812749004,1.0,1.4661354581673307,3.0,63.91633466135458,18747
Shadow,3.0,4.244807121661721,1.0,1.78486646884273,0.0,17.33234421364985,21905
ShadowLayout,2.0,4.0,1.0,1.1384615384615384,0.0,21.615384615384617,3437
shardingsphere-elasticjob,4.0,5.4,1.0,1.1546218487394957,0.0,3.2033613445378153,15469
shardingsphere,4.0,6.974496301963785,1.0,1.439683754144351,0.0,28.2796480489671,201221
shattered-pixel-dungeon,4.0,6.342419716206124,2.0,2.849514563106796,1.0,13.903286034353995,158019
ShedLock,5.0,5.918158567774936,2.0,2.1892583120204603,0.0,7.319693094629156,11325
shimmer-android,9.0,8.571428571428571,2.0,1.8571428571428572,10.0,18.0,885
ShineButton,2.0,4.833333333333333,1.0,1.625,0.0,23.625,988
shiro,3.0,5.0244140625,1.0,1.7861328125,1.0,19.7197265625,36724
shopizer,4.0,7.9367396593673964,1.0,1.6828872668288726,2.0,34.145174371451745,53489
shopping-management-system,3.0,3.515463917525773,1.0,1.3608247422680413,3.0,76.3298969072165,5353
ShortcutBadger,5.0,5.290322580645161,1.0,1.1612903225806452,1.0,3.4838709677419355,885
ShowcaseView,5.0,5.384615384615385,1.0,1.4,0.0,17.815384615384616,2086
Side-Menu.Android,2.0,3.888888888888889,1.0,1.2222222222222223,0.0,4.111111111111111,449
signal-cli,4.0,6.959266802443992,1.0,1.5763747454175152,0.0,47.74949083503055,26775
Signal-Server,5.0,9.121259842519684,1.0,1.4803149606299213,0.0,13.689763779527558,59746
SimianArmy,4.0,5.845901639344262,1.0,1.4229508196721312,3.0,25.160655737704918,16056
simplify,8.0,8.987138263665594,1.0,1.3729903536977492,0.0,20.742765273311896,21150
SimplifyReader,2.0,4.556962025316456,1.0,1.3876582278481013,0.0,60.29430379746835,34709
Skeleton,3.0,3.727272727272727,1.0,1.2424242424242424,0.0,4.606060606060606,752
skywalking,4.0,6.117872044506258,1.0,1.3995132127955494,0.0,5.493741307371349,93380
SlidingMenu,3.0,5.121621621621622,1.0,1.9594594594594594,0.0,47.445945945945944,3085
smali,4.0,6.018229166666667,1.0,1.6666666666666667,1.0,15.016493055555555,46762
small-spring,2.0,3.472,1.0,1.2506666666666666,0.0,12.704,10379
Small,2.0,3.8054054054054056,1.0,1.4756756756756757,0.0,20.167567567567566,7726
SmartCropper,3.0,6.25,1.0,1.3333333333333333,0.0,122.5,1021
SmarterStreaming,2.0,3.8488372093023258,1.0,1.052325581395349,0.0,71.55232558139535,10750
SmartRefreshLayout,3.0,6.651026392961877,1.0,1.5073313782991202,0.0,30.319648093841643,18146
SmartTabLayout,4.0,6.355555555555555,1.0,1.6444444444444444,1.0,9.71111111111111,1912
smartTable,2.0,5.126373626373627,1.0,1.1895604395604396,0.0,25.928571428571427,14165
SmartTube,4.0,6.670846394984326,1.0,1.5573667711598747,1.0,66.05297805642633,237090
smile,5.0,5.5209895052473765,1.0,1.3605697151424287,1.0,103.71214392803599,100928
SmoothProgressBar,3.0,4.854166666666667,1.0,1.2291666666666667,0.0,26.3125,2208
so-novel,5.0,6.012345679012346,1.0,1.1728395061728396,0.0,2.6419753086419755,2864
socket.io-client-java,1.0,1.9213973799126638,1.0,1.0960698689956332,0.0,4.253275109170306,5639
sodium,4.0,6.12781954887218,1.0,1.4390977443609023,1.0,13.593984962406015,26206
sofa-boot,3.0,5.153259949195597,1.0,1.1981371718882303,0.0,17.818797629127857,32830
sofa-jraft,3.0,6.228094575799722,1.0,1.4638386648122392,1.0,76.5048678720445,137595
sofa-rpc,3.0,5.216110019646365,1.0,1.3222003929273085,0.0,24.50556647020301,72302
SoloPi,2.0,4.623076923076923,1.0,1.205982905982906,0.0,13.135897435897435,56327
sonarqube,5.0,7.195891841708251,1.0,1.1754670999187653,0.0,26.59080886619473,412302
source-code-hunter,0.0,0.0,1.0,1.0,0.0,0.0,5
spark,3.0,4.542986425339366,1.0,1.2986425339366516,0.0,47.11764705882353,9588
spider-flow,4.0,5.385093167701863,1.0,1.7329192546583851,1.0,20.32919254658385,8748
spinnaker,5.0,6.591483617621794,1.0,1.5696404466805742,0.0,14.314148975334398,235151
spotbugs,2.0,4.089928057553957,1.0,1.3676637637258615,0.0,25.707875804619462,217489
spotless,4.0,4.986651835372636,1.0,1.74972191323693,1.0,13.7853170189099,36551
spring-ai-alibaba,4.0,6.135823429541596,1.0,1.1572156196943972,0.0,22.13446519524618,148032
spring-analysis,2.0,2.4242424242424243,1.0,1.2424242424242424,0.0,1.7878787878787878,378
spring-authorization-server,7.0,10.251840942562593,1.0,1.3946980854197348,0.0,16.69219440353461,37194
spring-boot-admin,6.0,7.762931034482759,1.0,1.2564655172413792,0.0,7.213362068965517,13740
spring-boot-api-project-seed,4.0,5.0,1.0,1.2666666666666666,0.0,9.733333333333333,484
spring-boot-best-practice,4.0,4.744318181818182,1.0,1.0909090909090908,0.0,3.1193181818181817,1968
spring-boot-demo,4.0,5.051867219917012,1.0,1.1307053941908713,0.0,2.3215767634854774,7163
spring-boot-examples,4.0,4.726384364820847,1.0,1.0260586319218241,0.0,5.03257328990228,4461
Spring-Boot-In-Action,3.0,3.8656716417910446,1.0,1.1194029850746268,0.0,6.007462686567164,2714
spring-boot-projects,3.0,4.327102803738318,1.0,1.074766355140187,1.0,9.074766355140186,2606
spring-boot-starter,4.0,4.52,1.0,1.2228571428571429,0.0,16.177142857142858,4431
spring-cloud-alibaba,5.0,5.810402684563758,1.0,1.110738255033557,0.0,29.61241610738255,18912
spring-cloud-examples,4.0,3.8333333333333335,1.0,1.0166666666666666,0.0,0.4666666666666667,390
spring-cloud-gateway,5.0,6.909688013136289,1.0,1.3719211822660098,0.0,16.40311986863711,40839
spring-cloud-netflix,6.0,7.208333333333333,1.0,1.2159090909090908,0.0,85.80681818181819,8510
Spring-Cloud-Platform,3.0,4.887005649717514,1.0,1.4067796610169492,0.0,57.64971751412429,6014
spring-data-examples,2.0,2.6175316837658418,1.0,1.0085998792999396,0.0,0.46137598068799035,50985
spring-framework,3.0,5.230882674240769,1.0,1.4764583788507757,0.0,29.554784793532882,751320
spring-mvc-showcase,5.0,5.172413793103448,1.0,1.206896551724138,0.0,9.448275862068966,1281
spring-reading,3.0,2.8137931034482757,1.0,1.0275862068965518,0.0,0.5413793103448276,3078
spring-security-oauth,4.0,6.064064064064064,1.0,1.6026026026026026,0.0,13.3993993993994,35204
spring-security,5.0,7.209237343852728,1.0,1.2411242603550297,0.0,10.172090729783038,235223
SpringAll,4.0,5.243386243386244,1.0,1.1111111111111112,0.0,3.748677248677249,6035
springboot-guide,3.0,4.115107913669065,1.0,1.1798561151079137,0.0,1.3525179856115108,1522
SpringBoot-Labs,4.0,4.298017771701982,1.0,1.053315105946685,0.0,1.443609022556391,17714
springboot-learning-example,3.5,4.614035087719298,1.0,1.043859649122807,0.0,2.8508771929824563,1641
SpringBoot-Learning,4.0,4.4535315985130115,1.0,1.0260223048327137,0.0,1.453531598513011,2790
SpringBoot-Shiro-Vue,6.0,5.777777777777778,1.0,1.4074074074074074,0.0,9.444444444444445,633
springBoot,4.0,5.087121212121212,1.0,1.1477272727272727,0.0,15.496212121212121,6250
SpringBootVulExploit,3.0,3.4285714285714284,1.0,1.0,0.0,3.5714285714285716,258
SpringCloud-Learning,3.0,4.884444444444444,1.0,1.0222222222222221,0.0,85.87555555555555,5631
SpringCloudLearning,4.0,4.5524475524475525,1.0,1.048951048951049,0.0,0.5454545454545454,1123
springfox,3.0,5.702464788732394,1.0,1.1205985915492958,0.0,23.252640845070424,32115
springside4,2.0,3.165079365079365,1.0,1.276190476190476,1.0,24.784126984126985,12842
spruce-android,3.0,4.860655737704918,1.0,1.3688524590163935,0.0,5.352459016393443,4269
sqlbrite,2.0,4.69811320754717,1.0,1.3584905660377358,0.0,4.30188679245283,3329
ssm,2.0,4.157894736842105,1.0,1.6842105263157894,1.0,2.0526315789473686,369
starrocks,4.0,7.334257088040929,1.0,1.4717544233638884,0.0,136.27829887017694,727850
StatusBarUtil,3.0,4.151515151515151,1.0,1.5454545454545454,0.0,22.545454545454547,1036
stetho,3.0,4.379251700680272,1.0,1.4234693877551021,0.0,7.496598639455782,19241
sticky-headers-recyclerview,2.0,4.620689655172414,1.0,1.2758620689655173,0.0,3.2413793103448274,808
StickyListHeaders,3.0,4.813953488372093,1.0,1.3953488372093024,0.0,3.9767441860465116,2112
Stirling-PDF,5.0,8.179487179487179,1.0,1.2324786324786325,0.0,16.499145299145297,35339
storm,3.0,5.322014585232452,1.0,1.2167274384685507,1.0,48.81882406563355,359158
streampark,5.0,7.467023172905526,1.0,1.2816399286987523,0.0,18.96969696969697,23717
strimzi-kafka-operator,8.0,11.26949860724234,1.0,1.4958217270194987,1.0,45.74442896935933,119632
StylishMusicPlayer,3.0,5.025773195876289,1.0,1.309278350515464,0.0,13.216494845360824,5777
subsampling-scale-image-view,3.5,5.625,1.0,1.5833333333333333,0.0,79.72222222222223,4262
supersonic,4.0,6.28169014084507,1.0,1.2904929577464788,0.0,46.083626760563384,46371
SuperTextView,2.0,3.046511627906977,1.0,1.1627906976744187,0.0,141.67441860465115,4002
supertokens-core,10.0,10.998973305954825,1.0,1.5965092402464065,3.0,71.14373716632444,107469
SurveyKing,3.0,5.175,1.0,1.23,0.0,7.825,9237
Suwayomi-Server,2.0,5.553921568627451,1.0,1.625,1.0,1509.5196078431372,41001
swagger-core,3.0,4.834924965893588,1.0,1.2271487039563438,0.0,49.701227830832195,42155
sweet-alert-dialog,1.5,4.375,1.0,1.25,0.0,31.0625,943
SwipeBackLayout,3.0,5.222222222222222,1.0,1.3888888888888888,3.0,61.333333333333336,1635
SwipeDelMenuLayout,2.0,3.1,1.0,1.25,0.0,5.2,1085
SwipeRecyclerView,3.0,4.847272727272728,1.0,1.3890909090909092,0.0,26.94181818181818,11090
SwitchButton,2.0,4.37037037037037,1.0,1.4074074074074074,0.0,82.48148148148148,1543
syncthing-android,2.5,6.514084507042254,1.0,1.6901408450704225,0.0,9.049295774647888,8424
SystemBarTint,7.0,8.0,2.0,1.7777777777777777,1.0,22.555555555555557,807
tablesaw,4.0,6.270588235294118,1.0,1.284967320261438,1.0,108.52941176470588,48467
TakePhoto,2.0,5.054545454545455,1.0,1.2545454545454546,1.0,10.89090909090909,2403
Tangram-Android,3.0,5.2595818815331015,1.0,1.6777003484320558,0.0,23.21080139372822,24338
TapTargetView,2.0,4.512820512820513,1.0,1.1538461538461537,0.0,49.8974358974359,1965
tcc-transaction,3.0,5.246628131021194,1.0,1.3082851637764932,1.0,29.736030828516377,23664
tech-interview-for-developer,1.0,1.3076923076923077,1.0,1.0,0.0,0.9230769230769231,636
tech-weekly,2.0,2.888888888888889,1.0,1.0246913580246915,0.0,2.123456790123457,1391
Telegram-X,4.0,9.469324090121317,1.0,1.4228769497400346,1.0,544.4280762564991,420517
TelegramBots,11.0,10.32977303070761,1.0,2.196261682242991,0.0,10.268357810413885,20781
Telegram,4.0,6.837181498916536,1.0,1.6592692221475005,0.0,65.09437345886573,1606325
Terasology,4.0,6.098576512455516,1.0,1.4451957295373665,0.0,25.027046263345195,111591
termux-app,4.0,5.912772585669782,1.0,1.4299065420560748,0.0,60.82554517133956,24562
testcontainers-java,5.0,5.4225195094760315,1.0,1.4938684503901896,1.0,21.900780379041247,31013
testing-samples,5.5,5.5,1.0,1.3488372093023255,0.0,3.1511627906976742,1849
thumbnailator,2.0,4.062780269058296,1.0,1.2376681614349776,0.0,93.55156950672645,19559
ticker,4.0,4.612903225806452,1.0,1.3225806451612903,0.0,27.612903225806452,1581
Timber,3.0,5.399558498896247,1.0,1.4613686534216335,0.0,19.748344370860927,21859
Timeline-View,9.0,9.0,1.5,1.5,453.5,453.5,418
tink,5.0,7.6662116040955635,1.0,1.2887372013651877,1.0,30.075767918088737,82161
tinker,3.0,4.803088803088803,1.0,1.606177606177606,0.0,28.47104247104247,40182
tiny-spring,2.0,3.0849056603773586,1.0,1.150943396226415,0.0,2.3679245283018866,1543
TinyPinyin,1.0,2.0615384615384613,1.0,1.0923076923076922,0.0,8.753846153846155,1401
titan,3.0,5.864491844416562,1.0,1.3695106649937265,1.0,20.50564617314931,71163
Toasty,3.0,4.0625,1.0,1.0625,0.0,56.625,487
tomcat,3.0,4.518256013745704,1.0,1.811426116838488,0.0,179.9458762886598,355163
traccar,4.0,5.571270105379923,2.0,1.9229062673322241,0.0,5.927343316694398,67579
Transitions-Everywhere,5.0,6.870466321243524,1.0,1.6787564766839378,0.0,25.72020725388601,9485
transmittable-thread-local,5.0,5.587096774193548,1.0,1.4322580645161291,1.0,12.35483870967742,6932
tsunami-security-scanner,5.0,6.260416666666667,1.0,1.5416666666666667,0.5,14.753472222222221,8564
tutorials,3.0,4.116682089677799,1.0,1.1118448725498444,0.0,6.001261882729032,526245
TV,4.0,6.555038759689922,1.0,1.4031007751937985,1.0,102.07286821705426,30424
TwinklingRefreshLayout,2.0,4.28476821192053,1.0,1.3708609271523178,0.0,36.271523178807946,6273
twoway-view,4.0,6.078431372549019,1.0,1.8235294117647058,1.0,86.58823529411765,3688
tx-lcn,4.0,4.954954954954955,1.0,1.2117117117117118,0.0,6.337837837837838,7772
u2020,4.0,6.2164179104477615,1.0,1.4253731343283582,0.5,23.619402985074625,4806
uCrop,3.0,6.337662337662338,1.0,1.3636363636363635,1.0,28.90909090909091,4707
uid-generator,1.0,2.88,1.0,1.28,1.0,11.72,873
UltimateAndroidReference,1.0,1.0,1.0,1.0,0.0,0.0,22
UltimateRecyclerView,3.0,5.214659685863874,1.0,1.693717277486911,0.0,41.39267015706806,16083
UltraViewPager,2.0,5.208333333333333,1.0,1.375,0.0,58.375,1518
undertow,3.0,5.204648160103292,1.0,1.2395093608779857,0.0,36.652356358941255,161850
unidbg,4.0,5.250580046403712,1.0,1.6061484918793503,0.0,26.523201856148493,90418
usb-serial-for-android,4.0,6.196969696969697,1.0,1.3181818181818181,1.0,38.96969696969697,8172
useful-java-links,2.0,2.3041825095057034,1.0,1.0228136882129277,0.0,1.832699619771863,5967
VasSonic,2.0,4.198198198198198,1.0,1.2792792792792793,0.0,21.61261261261261,7421
vavr,5.0,8.206303724928366,1.0,1.2535816618911175,1.0,1070.4570200573066,67695
VBlog,4.0,4.551724137931035,1.0,1.0344827586206897,1.0,29.06896551724138,781
vespa,4.0,6.040436681222707,1.0,1.617117903930131,1.0,37.866288209606985,596992
vhr,2.0,4.4361702127659575,1.0,1.0212765957446808,6.0,48.329787234042556,2971
ViewPagerCards,6.0,5.333333333333333,2.0,1.5555555555555556,0.0,2.2222222222222223,240
ViewPagerIndicator,6.0,6.015151515151516,3.0,2.712121212121212,0.0,29.272727272727273,2947
views-widgets-samples,2.0,4.019736842105263,1.0,1.730263157894737,0.0,7.0131578947368425,7344
VirtualAPK,3.0,4.895705521472393,1.0,1.6134969325153374,1.0,17.57668711656442,7981
VirtualApp,2.0,3.9408450704225353,2.0,2.5880281690140845,0.0,15.611267605633802,46624
VirtualXposed,2.0,3.947006194081211,2.0,2.792842395044735,0.0,14.695801789401239,47736
VitamioBundle,3.0,4.9504950495049505,1.0,1.316831683168317,0.0,75.06930693069307,6501
vjtools,2.0,3.134564643799472,1.0,1.2770448548812665,1.0,26.30079155672823,18382
vlayout,3.0,5.314465408805032,1.0,1.8553459119496856,0.0,72.54088050314465,14042
walle,2.0,3.148936170212766,1.0,1.1914893617021276,0.5,8.691489361702128,4633
web3j,2.0,4.274167987321712,1.0,1.7369255150554674,0.0,35.25752773375594,43073
webmagic,4.0,4.531976744186046,1.0,1.183139534883721,1.0,11.465116279069768,8794
wechat,3.0,5.234645669291338,1.0,1.2503937007874015,0.0,15.453543307086614,34426
WeChatLuckyMoney,3.0,5.380952380952381,1.0,1.380952380952381,1.0,8.80952380952381,931
WePush,2.5,6.829710144927536,1.0,1.5797101449275361,1.0,25.14855072463768,22791
wgcloud,3.0,6.0423728813559325,1.0,1.194915254237288,9.5,34.54237288135593,6105
wiremock,4.0,5.751347190146267,1.0,1.3702848344880678,1.0,74.05157813702849,52641
wvp-GB28181-pro,5.0,8.380627557980901,1.0,1.3015006821282402,0.0,36.27694406548431,46690
WxJava,4.0,5.503342508847817,1.0,1.2133307117577665,0.0,20.32461659457334,112936
xboot,6.0,7.415472779369628,1.0,1.2120343839541547,0.0,2.656160458452722,10265
XChange,4.0,5.954158215010142,1.0,1.5054766734279919,0.0,25.167951318458417,148969
XCL-Charts,3.0,7.740061162079511,1.0,2.1773700305810397,4.0,49.042813455657495,23397
xmall,3.0,4.310126582278481,1.0,1.1613924050632911,13.0,632.8291139240506,45293
xManager,2.0,2.017175572519084,1.0,1.0209923664122138,0.0,4.732824427480916,21822
xpay,5.0,6.428571428571429,1.0,1.0,1.0,93.42857142857143,1449
xpipe,5.0,6.955375253549696,1.0,1.5753887762001353,1.0,18.740365111561864,61377
XPopup,3.0,4.704918032786885,1.0,1.5770491803278688,0.0,22.901639344262296,12348
XposedInstaller,2.0,4.896551724137931,1.0,1.4187192118226601,0.0,8.517241379310345,8980
XRecyclerView,2.0,3.9096385542168677,1.0,1.4216867469879517,0.0,9.042168674698795,5151
XUI,3.0,5.733252866626433,1.0,1.6590223295111648,1.0,52.71031985515993,91066
xUtils3,3.0,5.224770642201835,1.0,1.408256880733945,2.0,27.44954128440367,12561
xxl-job,3.0,4.777777777777778,1.0,1.128654970760234,0.0,20.426900584795323,8854
XXPermissions,4.0,6.654639175257732,1.0,1.5463917525773196,1.0,86.4381443298969,8952
YCSB,3.0,7.0508474576271185,1.0,1.6355932203389831,0.0,7.851694915254237,22395
ysoserial,3.0,5.458333333333333,1.0,1.3416666666666666,1.0,8.891666666666667,3851
yudao-cloud,6.0,7.84704641350211,1.0,1.212289029535865,0.0,16.077267932489452,91701
zaproxy,3.0,4.738699444885012,1.0,1.9111816019032515,1.0,69.55670103092784,182754
zeppelin,3.0,5.740494296577947,1.0,1.25712927756654,1.0,43.10028517110266,190358
zfile,4.0,7.009661835748792,1.0,1.5048309178743962,0.0,9.454106280193237,12368
zheng,3.0,4.530451866404715,1.0,1.4086444007858545,0.0,340.8565815324165,41742
zookeeper,3.0,5.671420422133486,1.0,2.0051340559041644,0.0,36.861950941243585,122466
zuul,4.0,6.50499001996008,1.0,1.6127744510978044,1.0,24.890219560878243,21590
zxing-android-embedded,4.0,5.4375,1.0,1.3645833333333333,1.0,21.916666666666668,5169
zxing,4.0,4.984873949579832,2.0,1.66218487394958,1.0,22.968067226890756,40029
